kind,resref,name,tag,appearance,model,source
door,sw_door_taris8,Taris Door 8,Taris Door 8,0,T_DOOR01,bif
door,sw_door_tat1,Tatooine Door 1,Tatooine Door 1,0,T_DOOR01,bif
door,sw_door_tat2,Tatooine Door 2,Tatooine Door 2,0,T_DOOR01,bif
door,sw_door_tat3,Tatooine Door 3,Tatooine Door 3,0,T_DOOR01,bif
door,unk41_tplshield1,Temple Shield,unk41_tplshield,0,T_DOOR01,232TEL_s
door,sw_door_telos01,To Entertainment 081,Ent081,0,T_DOOR01,203TEL_s
door,d_urban222,To Urban 081,d_urban,0,T_DOOR01,220TEL_s
door,sarc_door,Tomb Door,sarc_door,0,T_DOOR01,411DXN_s
door,tomb_door,Tomb Door,tomb_door,0,T_DOOR01,410DXN_s
door,sw_door_taris011,Transit Shuttle Bay,Urban,0,T_DOOR01,201TEL_s
door,d_202armory,TSF Armory,d_TSFArmory,0,T_DOOR01,202TEL_s
door,door_narshad006,TSF Armory,d_tsfarmory,0,T_DOOR01,222TEL_s
door,door_narshad007,TSF Jail,d_tsfjail,0,T_DOOR01,222TEL_s
door,sw_door_202_003,TSF Jail,d_Jail,0,T_DOOR01,202TEL_s
door,door_narshad005,TSF Station,d_tsfstation,0,T_DOOR01,222TEL_s
door,sw_door_202_005,TSF Station,Station,0,T_DOOR01,202TEL_s
door,sw_door_sforg001,Turbolift Seal{261TEL},TO_261TEL,0,T_DOOR01,262TEL_s
door,sw_door_per003,Turbolift{103PER},PERDoor103,0,T_DOOR01,101PER_s
door,sw_door_per002,Turbolift{105PER},PERDoor105,0,T_DOOR01,101PER_s
door,sw_door_unnamed1,Unnamed World Door 1,Unnamed World Door 1,0,T_DOOR01,bif
door,sw_door_telos009,Vivarium{Ithorian Plant},d_ith_plant,0,T_DOOR01,204TEL_s
door,sw_door_test,Wood_strong,TestDoor,0,T_DOOR01,bif
door,door_flophouse_s,{CA}Door{Secret},Flophouse_Secret,0,T_DOOR01,303NAR_s
door,door_narshad010,{CFA}Door{Locked},NarShaddaaDoor01,0,T_DOOR01,303NAR_s
door,to304nar,{CFA}Jekk'Jekk Tarr,TO_304NAR,0,T_DOOR01,303NAR_s
door,door_pylon3,{JDM}Door{Pylon 3},pylon3,0,T_DOOR01,303NAR_s
door,door_narshad008,{kds}Door{Twin Sun Prop},TwinDoor,0,T_DOOR01,301NAR_s
door,inner_door,{MHC}Door{Inner Warehouse},Inner_Door,0,T_DOOR01,303NAR_s
door,secret_door,{MHC}Door{Secret},Secret_Door,0,T_DOOR01,303NAR_s
door,sealeddoor,{MHC}Sealed Door,Sealed_Door,0,T_DOOR01,303NAR_s
door,d_vogga,{MHC}Security Door{Vogga},Vogga_Door,0,T_DOOR01,303NAR_s
door,ct96635,{MHC}Warehouse{Inner},Door_Warehouse_Inner,0,T_DOOR01,303NAR_s
door,door_warehouse,{MHC}Warehouse{Outer},Door_Warehouse_Outer,0,T_DOOR01,303NAR_s
door-model,,BrokenDoor,,58,DOR_HAR02,2da
door-model,,CzerkaDoor1,,33,DOR_LZA01,2da
door-model,,DantooineDoor1,,27,DOR_LDA01,2da
door-model,,DantooineDoor2,,34,DOR_LDA02,2da
door-model,,DantooineDoor3,,35,DOR_LDA03,2da
door-model,,DantooineDoor4,,36,DOR_LDA04,2da
door-model,,DantooineK2Door01,,103,DOR_DAN01,2da
door-model,,DantooineK2Door02,,121,DOR_DAN02,2da
door-model,,DroidPlanetDoor01,,90,DOR_DRO01,2da
door-model,,DroidPlanetDoor02,,91,DOR_DRO02,2da
door-model,,DxunDoor01,,65,DOR_DXN01,2da
door-model,,DxunDoor02,,66,DOR_DXN02,2da
door-model,,DxunDoor03,,67,DOR_DXN03,2da
door-model,,DxunDoor04,,92,DOR_DXN04,2da
door-model,,DxunDoor05,,93,DOR_DXN05,2da
door-model,,DxunDoor06,,94,DOR_DXN06,2da
door-model,,DxunDoor07,,123,DOR_DXN7,2da
door-model,,EbonHawkDoor01,,71,DOR_EH1,2da
door-model,,Fancy,,1,T_DOOR02,2da
door-model,,ForceField,,10,T_Door11,2da
door-model,,ForceField2,,12,MyDoor2,2da
door-model,,Hammerhead1,,48,DOR_HAR01,2da
door-model,,HarbingerDoor03,,78,DOR_HAR03,2da
door-model,,Jeweled,,8,T_Door09,2da
door-model,,KashDoor1,,26,DOR_LKA01,2da
door-model,,KashDoor2,,32,DOR_LKA02,2da
door-model,,KashDoor3,,44,DOR_LKA03,2da
door-model,,KorribanDoor08,,104,DOR_LKO08,2da
door-model,,KorribanDoor09,,102,DOR_LKO09,2da
door-model,,KorribanDoor1,,15,DOR_LKO01,2da
door-model,,KorribanDoor2,,16,DOR_LKO02,2da
door-model,,KorribanDoor3,,28,DOR_LKO03,2da
door-model,,KorribanDoor4,,40,DOR_LKO04,2da
door-model,,KorribanDoor5,,41,DOR_LKO05,2da
door-model,,KorribanDoor6,,42,DOR_LKO06,2da
door-model,,KorribanDoor7,,43,DOR_LKO07,2da
door-model,,MalachorDoor01,,99,DOR_MAL01,2da
door-model,,MalachorDoor02,,100,DOR_MAL02,2da
door-model,,MalachorDoor03,,122,DOR_MAL03,2da
door-model,,ManaanDoor1,,13,DOR_LMA01,2da
door-model,,ManaanDoor2,,14,DOR_LMA02,2da
door-model,,ManaanDoor2NPres,,60,DOR_LMA02,2da
door-model,,ManaanDoor3,,53,DOR_LMA03,2da
door-model,,ManaanDoor4,,54,DOR_LMA04,2da
door-model,,ManaanDoor5,,55,DOR_LMA05,2da
door-model,,ManaanDoor6,,56,DOR_LMA06,2da
door-model,,Metal,,5,T_Door06,2da
door-model,,NarShaddaaDoor01,,73,DOR_NAR01,2da
door-model,,NarShaddaaDoor02,,79,DOR_NAR02,2da
door-model,,NarShaddaaDoor03,,80,DOR_NAR03,2da
door-model,,NarShaddaaDoor04,,81,DOR_NAR04,2da
door-model,,NarShaddaaDoor05,,82,DOR_NAR05,2da
door-model,,NarShaddaaDoor06,,83,DOR_NAR06,2da
door-model,,NarShaddaaDoor07,,84,DOR_NAR07,2da
door-model,,NarShaddaaDoor08,,85,DOR_NAR01s,2da
door-model,,NarShaddaaDoor09,,86,DOR_NAR09,2da
door-model,,NarShaddaaDoor10,,87,DOR_NAR10,2da
door-model,,OnderonDoor01,,95,DOR_OND01,2da
door-model,,OnderonDoor02,,96,DOR_OND02,2da
door-model,,OnderonDoor03,,105,DOR_OND03,2da
door-model,,OnderonDoor04,,106,DOR_OND04,2da
door-model,,OnderonDoor05,,107,DOR_OND05,2da
door-model,,OnderonDoor06,,108,DOR_OND06,2da
door-model,,PeragusDoor01,,64,DOR_PER01,2da
door-model,,PeragusDoor01,,77,DOR_PER05,2da
door-model,,PeragusDoor02,,68,DOR_PER02,2da
door-model,,PeragusDoor02NoPres,,70,DOR_PER02,2da
door-model,,PeragusDoor03,,69,DOR_PER03,2da
door-model,,PeragusDoor04,,74,DOR_PER04,2da
door-model,,PeragusDoor06,,88,DOR_PER06,2da
door-model,,Porticullis,,2,T_Door03,2da
door-model,,Porticullis2,,3,T_Door04,2da
door-model,,RakataDoor1,,17,DOR_LRK01,2da
door-model,,RakataDoor2,,18,DOR_LRK02,2da
door-model,,RakataDoor3,,31,DOR_LRK03,2da
door-model,,RakataDoor4,,57,DOR_LRK04,2da
door-model,,RavagerDoor01,,109,DOR_NIH01,2da
door-model,,Rusted,,4,T_Door05,2da
door-model,,SithDoor1,,24,DOR_LSI01,2da
door-model,,SithDoor1NoPres,,59,DOR_LSI01,2da
door-model,,SithDoor2,,25,DOR_LSI02,2da
door-model,,SithDoor3,,39,DOR_LSI03,2da
door-model,,SithDoor4,,47,DOR_LSI04,2da
door-model,,SithDoor5,,50,DOR_LSI05,2da
door-model,,SithForceField,,62,Dor_LSI06,2da
door-model,,StarForgeDoor1,,52,DOR_LSF01,2da
door-model,,Stone,,7,T_Door08,2da
door-model,,Stone_evil,,6,T_Door07,2da
door-model,,TarisDoor1,,19,DOR_LTS01,2da
door-model,,TarisDoor10,,61,DOR_LTS10,2da
door-model,,TarisDoor2,,20,DOR_LTS02,2da
door-model,,TarisDoor3,,21,DOR_LTS03,2da
door-model,,TarisDoor4,,22,DOR_LTS04,2da
door-model,,TarisDoor5,,37,DOR_LTS05,2da
door-model,,TarisDoor6,,45,DOR_LTS06,2da
door-model,,TarisDoor7,,46,DOR_LTS07,2da
door-model,,TarisDoor8,,49,DOR_LTS08,2da
door-model,,TarisDoor9,,51,DOR_LTS09,2da
door-model,,TatooineDoor1,,23,DOR_LTA01,2da
door-model,,TatooineDoor2,,29,DOR_LTA02,2da
door-model,,TatooineDoor3,,30,DOR_LTA03,2da
door-model,,TelosDoor02,,89,DOR_TEL02,2da
door-model,,TelosDoor03,,101,DOR_TEL03,2da
door-model,,TelosDoor04,,72,DOR_TEL04,2da
door-model,,TelosDoor05,,97,DOR_TEL05,2da
door-model,,TelosDoor06,,98,DOR_TEL06,2da
door-model,,TelosDoor07,,110,DOR_TEL07,2da
door-model,,TelosDoor08,,111,DOR_TEL08,2da
door-model,,TelosDoor09,,112,DOR_TEL09,2da
door-model,,TelosDoor10,,113,DOR_TEL10,2da
door-model,,TelosDoor11,,114,DOR_TEL11,2da
door-model,,TelosDoor12,,115,DOR_TEL12,2da
door-model,,TelosDoor13,,116,DOR_TEL13,2da
door-model,,TelosDoor14,,117,DOR_TEL14,2da
door-model,,TelosDoor15,,118,DOR_TEL15,2da
door-model,,TelosDoor16,,119,DOR_TEL16,2da
door-model,,TelosDoor17,,120,DOR_TEL17,2da
door-model,,Test,,11,MyDoor,2da
door-model,,UnknownWld_Door,,63,Dor_UKN01,2da
door-model,,UnknownWld_Door,,75,Dor_UKN01,2da
door-model,,UnnamedDoor1,,38,DOR_LUN01,2da
door-model,,Wood_weak,,9,T_Door10,2da
door-model,,YavinDoor1,,76,Dor_LYV01,2da
placeable,3cfd_invis,3CFD Invis,3CFD_invis,0,PLC_Invis,001EBO_s
placeable,koltank001,<FullName>'s Kolto Tank,KolTank,0,PLC_Invis,101PER_s
placeable,body_invis001,<FullName>{Invis},pc_invis,0,PLC_Invis,001EBO_s
placeable,term_acc,Access Terminal,term_acc,53,PLC_InfoTerm,504OND_s
placeable,plc_acidpool,Acid Pool,AcidPool,0,PLC_Invis,bif
placeable,plc_firixa01,Acid Pool,Firixa01,123,PLC_Firixa01,bif
placeable,comppnl003,Administration Computer{Invis},Adm_Console,0,PLC_Invis,101PER_s
placeable,termal008,Airlock Terminal{1 emergency},ta1emergency,23,PLC_CompPnl,201TEL_s
placeable,termal007,Airlock Terminal{1a},TermAirlock1a,23,PLC_CompPnl,201TEL_s
placeable,termal003,Airlock Terminal{1},TermAirlock1,23,PLC_CompPnl,201TEL_s
placeable,termal005,Airlock Terminal{2a},TermAirlock2a,23,PLC_CompPnl,201TEL_s
placeable,termal2,Airlock Terminal{2},TermAirlock2,23,PLC_CompPnl,201TEL_s
placeable,termal006,Airlock Terminal{3a},TermAirlock3a,23,PLC_CompPnl,201TEL_s
placeable,termal004,Airlock Terminal{3},TermAirlock3,23,PLC_CompPnl,201TEL_s
placeable,beer001,Alien Pale Ale,AlienPaleAle,187,PLC_Beer,301NAR_s
placeable,plc_beer,Alien Pale Ale,AlienPaleAle,187,PLC_Beer,bif
placeable,anc_box_se,Ancient Box{SE},anc_box_se,285,PLC_barrel1,411DXN_s
placeable,anc_box_sw,Ancient Box{SW},anc_box_sw,285,PLC_barrel1,411DXN_s
placeable,anc_terminal_se,Ancient Terminal,anc_terminal_se,232,PLC_NadCom,411DXN_s
placeable,anc_terminal_sw,Ancient Terminal,anc_terminal_sw,232,PLC_NadCom,411DXN_s
placeable,anc_terminal,Ancient Terminal{NE},anc_terminal,54,PLC_Invis,411DXN_s
placeable,anc_terminal_nw,Ancient Terminal{NW},anc_terminal_nw,54,PLC_Invis,411DXN_s
placeable,term_puzzle_se,Ancient Terminal{Puzzle-SE},term_puzzle_se,54,PLC_Invis,411DXN_s
placeable,term_puzzle_sw,Ancient Terminal{Puzzle-SW},term_puzzle_sw,54,PLC_Invis,411DXN_s
placeable,plc_armoire01,Armoire 01,Armoire01,283,PLC_armoire,bif
placeable,armoryconsole001,Auxiliary Console,gotoarmory,54,PLC_Invis,351NAR_s
placeable,comppnl_nad001,B-4D4 Computer Panel,plc_b4d4_control,232,PLC_NadCom,221TEL_s
placeable,plc_comppnl_nad,B-4D4 Computer Panel,plc_comppnl_nad,232,PLC_NadCom,bif
placeable,plant_tel002,Bachani Plant,smug_plant,266,PLC_Planter2,204TEL_s
placeable,plc_backpack,Backpack,Backpack,3,PLC_Backpack,bif
placeable,g_trescivil002,Bag,CivilBagStrap,140,PLC_Bag04,bif
placeable,plc_bag04,Bag,GroundBagBagStrap,140,PLC_Bag04,bif
placeable,bag_headtech,Bag{Head Technician},bag_headtech,140,PLC_Bag04,610DAN_s
placeable,bag_datapad2,Bag{Tuk'ata Datapad},Bag_datapad2,140,PLC_Bag04,702KOR_s
placeable,plc_banner01,Banner01,Banner01,284,PLC_banner,bif
placeable,plc_bnthcrps,Bantha Corpse,BnthCrps,4,PLC_BnthCrps,bif
placeable,plc_barrel01,Barrel01,Barrel01,285,PLC_barrel1,bif
placeable,plc_barrel02,Barrel02,Barrel02,286,PLC_barrel2,bif
placeable,plc_btlscreen01,Battle Screen 1,Battle Screen 1,155,PLC_BtlScreen01,bif
placeable,plc_btlscreen02,Battle Screen 2,Battle Screen 2,156,PLC_BtlScreen02,bif
placeable,termtel005,Bay Control,TermB,0,PLC_Invis,232TEL_s
placeable,plc_bdroid,bDroid01,bDroid01,287,PLC_bDroid,bif
placeable,bed002,Bed,203_Bed,5,PLC_Bed1,203TEL_s
placeable,plc_dbed01,Bed Double 01,d_Bed01,294,PLC_dBed,bif
placeable,plc_bedking01,Bed King 01,BedKing01,304,PLC_kBed,bif
placeable,plc_com_bed01,Bed Single 01,Com_Bed01,291,PLC_combed,bif
placeable,plc_bedsingle01,Bed Single 02,BedSingle01,321,PLC_sbed,bif
placeable,plc_bench,Bench,Bench,7,PLC_Bench,bif
placeable,plc_bench2,Bench 2,Bench2,192,PLC_Bench2,bif
placeable,bitharm,Bith Arm Holding Datapad,bitharm,95,PLC_SevrdArm,303NAR_s
placeable,blastsmoke,BlastSmoke,BlastSmoke,108,PLC_StmVentC,102PER_s
placeable,body_invis,Body{Invis container},body_invis,0,PLC_Invis,001EBO_s
placeable,gencrps004,Body{Kreia Placeable},kreia_corpse,271,P_KreiaStunt,001EBO_s
placeable,plc_bones01,Bones01,Bones01,288,PLC_Bones,bif
placeable,plc_brazier01,Brazier 01{411},Brazier01,272,PLC_braz01,bif
placeable,comppnl006,Briefing Room Console,BrfRoomCon,0,PLC_Invis,151HAR_s
placeable,computer_busted,Broken Computer Panel,computer_busted,23,PLC_CompPnl,610DAN_s
placeable,alibi_droid,Broken Droid,alibi_droid,12,PLC_BroknDrd,512OND_s
placeable,bdroid001,Broken Droid,bDroid01,287,PLC_bDroid,001EBO_s
placeable,g_tresdrd001,Broken Droid,LowBroknDrd,12,PLC_BroknDrd,bif
placeable,g_tresdrd002,Broken Droid,MidBroknDrd,12,PLC_BroknDrd,bif
placeable,g_tresdrd003,Broken Droid,HighBroknDrd,12,PLC_BroknDrd,bif
placeable,g_tresdrd004,Broken Droid,LowBroknDrd,12,PLC_BroknDrd,001EBO_s
placeable,plc_brokndrd,Broken Droid,BroknDrd,12,PLC_BroknDrd,bif
placeable,g_tresdrd005,Broken Droid{2},LowBroknDrd,268,PLC_Robo2Lie,102PER_s
placeable,g_tresdrd006,Broken Droid{3},LowBroknDrd,268,PLC_Robo2Lie,102PER_s
placeable,g_tresdrd007,Broken Droid{4},LowBroknDrd,268,PLC_Robo2Lie,102PER_s
placeable,g_tresdrd008,Broken Droid{Comps 2},LowBroknDrd,269,PLC_Robo1Stand,103PER_s
placeable,plc_brkndroid01,Broken Droid{Mining},BrokenDroidMining,267,PLC_Robo1Lie,bif
placeable,plc_brkndroid02,Broken Droid{Mining},BrokenDroidMining,268,PLC_Robo2Lie,bif
placeable,plc_brkndroid03,Broken Droid{Mining},BrokenDroidMining,269,PLC_Robo1Stand,bif
placeable,infoterm001,Broken Log Terminal,Minconbro,349,PLC_InfoTerm_b,105PER_s
placeable,plc_brknsfan,Broken Sewer Fan,BrknSFan,121,PLC_BrknSFan,bif
placeable,bwire,Broken Wires{invis},bwire,54,PLC_Invis,403DXN_s
placeable,sign001,Bumani Exchange Corp.,Sign,98,PLC_Sign,220TEL_s
placeable,sign_exch,Bumani Exchange Corp.,SignExch,98,PLC_Sign,203TEL_s
placeable,plc_burnjunk,Burning Pile of Refuse,BurnJunk,13,PLC_BurnJunk,bif
placeable,plc_btnpnlht,Button Panel - High tech; hand sized  similar to a computer screen,BtnPnlHT,14,PLC_BtnPnlHT,bif
placeable,plc_btnpnllt,Button Panel - Low tech; hand sized; stone with a wooden frame,BtnPnlLT,15,PLC_BtnPnlLT,bif
placeable,plc_buzzbugs,Buzzing Insects,BuzzBugs,120,PLC_BuzzBugs,bif
placeable,plc_cagelong,Cage (Long),CageLong,350,PLC_LngCage,bif
placeable,plc_cagelg,Cage - Large,CAGELG,16,PLC_CageLg,bif
placeable,plc_cagesm,Cage - Small,CAGESM,17,PLC_CageSm,bif
placeable,plc_cage01,Cage01,Cage01,289,PLC_cage,bif
placeable,cage_jedi,Cage{Dead Jedi},cage_jedi,16,PLC_CageLg,702KOR_s
placeable,cage_tukata,Cage{Tuk'ata},cage_tukata,16,PLC_CageLg,702KOR_s
placeable,plc_firepit2,Campfire; Low-Tech,campfire; low tech,129,PLC_FirePit2,bif
placeable,captlookat,Capt look at{Invisible},Captlookat,167,PLC_InvEb,604DAN_s
placeable,g_tresmillow014,Cargo Canister{Empty},MilLowMetalBox,72,PLC_MetalBox,106PER_s
placeable,plc_carpet01,Carpet01,Carpet01,290,PLC_carpet,bif
placeable,carthinvis,Carth Invis,carthinvis,0,PLC_Invis,602DAN_s
placeable,clingfan001,Ceiling Fan,clingfan,18,PLC_fan01,301NAR_s
placeable,plc_clingfan,Ceiling Fan,clingfan,18,PLC_fan01,bif
placeable,cjar001,Ceramic Jar,CeramicJar,179,PLC_CJar,710KOR_s
placeable,plc_cjar,Ceramic Jar,CeramicJar,179,PLC_CJar,bif
placeable,chair_mil_002,Chair - Luxurious,Chair2,19,PLC_Chair1,301NAR_s
placeable,plc_chair2,Chair - Luxurious,Chair2,20,PLC_Chair2,bif
placeable,plc_chair_mil_01,Chair - Military,Chair2,19,PLC_Chair1,bif
placeable,plc_chair03,Chair03,Chair03,315,PLC_chair3,bif
placeable,plc_chair04,Chair04,Chair04,316,PLC_chair4,bif
placeable,bag005,Cheat Bag,GroundBagBagStrap,140,PLC_Bag04,305NAR_s
placeable,metalbox001,Cheat Box,MetalBox,72,PLC_MetalBox,231TEL_s
placeable,check_mines,Check Mines{Invisible},check_mines,167,PLC_InvEb,711KOR_s
placeable,cont_med002,Chemical Dispenser,ChemDispenser,270,PLC_MedCan,304NAR_s
placeable,cont_med003,Chemical Dispensing Station{Invis},ChemDispenser2,0,PLC_Invis,304NAR_s
placeable,plc_chest01,Chest 01{411},Chest01,275,PLC_Cht01,bif
placeable,plc_chewdhmn,Chewed Corpse - Human Commoner,ChewdHmn,21,PLC_ChewdHmn,bif
placeable,plc_chwdtwlk,Chewed Corpse - Twi'lek Commoner,ChwdTwlk,22,PLC_ChwdTwlk,bif
placeable,plc_chwdnblc,Chewed Nobleman's Corpse,ChwdNblC,119,PLC_ChwdNblC,bif
placeable,twilek_body,Chewed Twi'lek Corpse,twilek_body,22,PLC_ChwdTwlk,702KOR_s
placeable,invisibleplaceab,Circle Cutscene Dialogue,CircleCutsceneDlg,0,PLC_Invis,401DXN_s
placeable,plc_cjar3,Clay Bowl,ClayBowl,185,PLC_Cjar3,bif
placeable,plc_cjar2,Clay Urn,ClayUrn,184,PLC_Cjar2,bif
placeable,sign002,Closed for Remodeling,Sign,98,PLC_Sign,221TEL_s
placeable,plc_bed2,Comfortable Double Bed,Bed2,6,PLC_Bed2,bif
placeable,plc_commpanel01,Comm_Panel01,Comm_Panel01,292,PLC_commPanel,bif
placeable,commandconsole,Command Console,M478Console,54,PLC_Invis,351NAR_s
placeable,comppnl002,Communications Console,Comcon,0,PLC_Invis,001EBO_s
placeable,comppnl007,Communications Terminal{Med},wallt_med,292,PLC_commPanel,204TEL_s
placeable,pnl_cputercon01,Computer Console01,ComputerCon01,293,PLC_cputerCon,bif
placeable,plc_companlgrey,Computer Panel - Floor (Dark Grey),CompPanelGrey,347,PLC_CompPnl_b,bif
placeable,plc_comppnl,Computer Panel - Floor Mount,ComputerPanel,23,PLC_CompPnl,bif
placeable,plc_comwallgrey,Computer Panel - Wall (Dark Grey),CompWallGrey,348,PLC_CompPnl2_b,bif
placeable,plc_comppnl2,Computer Panel - Wall Mount,ComputerPanel,24,PLC_CompPnl2,bif
placeable,comp_cond,Computer Panel{Conductor},comp_cond,23,PLC_CompPnl,610DAN_s
placeable,computer_library,Computer Panel{Library},computer_library,23,PLC_CompPnl,702KOR_s
placeable,comp_main,Computer Panel{Main},comp_main,23,PLC_CompPnl,602DAN_s
placeable,comp_prot_droid,Computer Panel{Prot Droid},comp_prot_droid,24,PLC_CompPnl2,610DAN_s
placeable,computer_quiz,Computer Panel{Student},computer_quiz,23,PLC_CompPnl,702KOR_s
placeable,computer_torture,Computer Panel{Torture Room},computer_torture,23,PLC_CompPnl,702KOR_s
placeable,computer_train,Computer Panel{Training Room},computer_train,23,PLC_CompPnl,702KOR_s
placeable,plc_comscrngrey,Computer Screen - Floor (Dark Grey),CompScrnGrey,349,PLC_InfoTerm_b,bif
placeable,sec_term_boom,Computer Terminal{Boom},sec_term_boom,53,PLC_InfoTerm,506OND_s
placeable,sec_term_gas,Computer Terminal{Gas},sec_term_gas,53,PLC_InfoTerm,506OND_s
placeable,sec_term_puzz,Computer Terminal{Puzzle},sec_term_puzz,53,PLC_InfoTerm,506OND_s
placeable,sec_term_tobin,Computer Terminal{Tobin},sec_term_tobin,53,PLC_InfoTerm,506OND_s
placeable,signspeaker,Computer{Sign Speaker},SignSpeaker,0,PLC_Invis,001EBO_s
placeable,g_tresmilhig010,Container{Head},HoldHead,77,PLC_PlstcCrt,950COR_s
placeable,g_tresmilhig011,Container{Stuff},HoldStuff,77,PLC_PlstcCrt,950COR_s
placeable,inveb006,Coorta{Fake},CoortaFake,167,PLC_InvEb,105PER_s
placeable,g_tresgencorp001,Corpse,LowCorpse,42,PLC_GenCrps,bif
placeable,g_tresgencorp002,Corpse,MidCorpse,42,PLC_GenCrps,bif
placeable,g_tresgencorp003,Corpse,HighCorpse,42,PLC_GenCrps,bif
placeable,g_tresgencorp008,Corpse,LowCorpse,271,P_KreiaStunt,101PER_s
placeable,plc_bodykray,Corpse - Krayt Dragon,KraytCorpse,218,PLC_bodyKray,bif
placeable,oscoutcrps,Corpse - Onderon Scout,OScoutCrps,99,PLC_SSldCrps,402DXN_s
placeable,plc_bodyranc,Corpse - Rancor,RancorCorpse,217,PLC_bodyRanc,bif
placeable,plc_rsldcrps,Corpse - Republic Soldier,RSldCrps,89,PLC_RSldCrps,bif
placeable,rsldcrps004,Corpse - Republic Soldier{Container 2},RSldCrps,89,PLC_RSldCrps,152HAR_s
placeable,rsldcrps003,Corpse - Republic Soldier{Container 3},RSldCrps,89,PLC_RSldCrps,152HAR_s
placeable,rsldcrps002,Corpse - Republic Soldier{Container Gen},RSldCrps,89,PLC_RSldCrps,152HAR_s
placeable,rsldcrps001,Corpse - Republic Soldier{Container},RSldCrps,89,PLC_RSldCrps,152HAR_s
placeable,rsldcrps005,Corpse - Republic Soldier{Datapad},RSldCrps,89,PLC_RSldCrps,152HAR_s
placeable,plc_ssldcrps,Corpse - Sith Soldier,SSldCrps,99,PLC_SSldCrps,bif
placeable,g_tresgencorp011,Corpse{Coorta Thugs},LowCorpse,42,PLC_GenCrps,105PER_s
placeable,g_tresgencorp009,Corpse{Energy Shield + Medpac},HighCorpse,42,PLC_GenCrps,102PER_s
placeable,g_tresgencorp007,Corpse{No Loot},LowCorpse,243,PLC_GenCrps04,101PER_s
placeable,g_tresgencorp010,Corpse{Normal},HighCorpse,42,PLC_GenCrps,102PER_s
placeable,corpse_maintoff,Corpse{PER Maintenance Officer},CorpseMaintenanceOfficer,282,PLC_Maintoff,bif
placeable,g_tresgencorp012,Corpse{Peragus},LowCorpse,42,PLC_GenCrps,105PER_s
placeable,g_tresgencorp006,Corpse{Security Spike},LowCorpse,242,PLC_GenCrps03,101PER_s
placeable,g_tresgencorp013,Corpse{Storage},LowCorpse,42,PLC_GenCrps,105PER_s
placeable,g_tresgencorp005,Corpse{Vibrocutter},LowCorpse,242,PLC_GenCrps03,101PER_s
placeable,plc_crate,Crate,CrateWdn,25,PLC_Crate,bif
placeable,cryform_bl001,Crystal Formation,cryform_bl,134,PLC_SCrysBlu,604DAN_s
placeable,plc_datapad,Cutscene Datapad,Cutscene Datapad,125,PLC_DataPad,bif
placeable,plc_ban,Czerka Ad Banner,CzerkaAdBanner,222,PLC_Stock,bif
placeable,sign003,Czerka Corporation,Sign,98,PLC_Sign,220TEL_s
placeable,sign_czerka,Czerka Corporation,SignCzerka,98,PLC_Sign,203TEL_s
placeable,203_mainframe,Czerka Mainframe,203_mainframe,54,PLC_Invis,209TEL_s
placeable,plc_marker,Czerka Marker Post,Czerka Marker Post,130,PLC_Marker,bif
placeable,plc_czsign,Czerka Neon Sign,CzerkaSign,224,PLC_CzSign,bif
placeable,desk003,Czerka Reception Desk,ComputerPanel3,28,PLC_Desk2,209TEL_s
placeable,plc_sonicdev,Czerka Sonic Device,Czerka Sonic Device,131,PLC_SonicDev,bif
placeable,plc_dnglvine,Dangling Vine - From Above,DnglVine,26,PLC_DnglVine,bif
placeable,darkforce,Dark Force,DarkForce,278,PLC_DkfrcSmk,711KOR_s
placeable,plc_smokedfrc01,Dark Force Smoke 01,DarkForceSmoke01,278,PLC_DkfrcSmk,bif
placeable,darkforce001,Dark Force{Destroy Shyrak},DarkForce_shyrak,278,PLC_DkfrcSmk,711KOR_s
placeable,taint_ds,Dark Side Energy,taint_ds,54,PLC_Invis,411DXN_s
placeable,taint_ds2,Dark Side Energy,taint_ds2,54,PLC_Invis,411DXN_s
placeable,inveb007,DataCam{Invis},DataCam,167,PLC_InvEb,105PER_s
placeable,datapad_contain,Datapad{container},datapad_contain,125,PLC_DataPad,610DAN_s
placeable,jedi_cont,Dead Jedi{invis container},jedi_cont,167,PLC_InvEb,711KOR_s
placeable,dead_mandy,Dead Mandalorian,dead_mandy,54,PLC_Invis,402DXN_s
placeable,deadmerc_cont,Dead Mercenaries{container},deadmerc_cont,125,PLC_DataPad,610DAN_s
placeable,plc_deadfall_01,Deadfall 1,Deadfall 1,158,PLC_Deadfall_01,bif
placeable,plc_deadfall_02,Deadfall 2,Deadfall 2,159,PLC_Deadfall_02,bif
placeable,death_invis,death_invis,death_invis,167,PLC_InvEb,711KOR_s
placeable,plc_decoitem01,Deco Wall Item01,Deco_Item01,295,PLC_decoItem,bif
placeable,ebcont001,Decontamination Chamber{Fake Target},InvisDecon,54,PLC_Invis,106PER_s
placeable,ebcont002,Decontamination Door{Fake},DestroyDe,54,PLC_Invis,106PER_s
placeable,turret_fake_a,Defense Turret{Fake A},turret_fake_a,167,PLC_InvEb,601DAN_s
placeable,turret_fake_b,Defense Turret{Fake B},turret_fake_b,167,PLC_InvEb,601DAN_s
placeable,turret_fake_c,Defense Turret{Fake C},turret_fake_c,167,PLC_InvEb,601DAN_s
placeable,plc_desk1,Desk - Basic Office,Desk1,27,PLC_Desk1,bif
placeable,plc_desk2,Desk - Fancy Office,Desk2,28,PLC_Desk2,bif
