body,head,head_bone,eye_nodes,eye_x,eye_y,eye_z,eyel_x,eyer_x,camerahook_x,camerahook_y,camerahook_z,headhook_x,headhook_y,headhook_z,ipd,note
PMBEM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05207,1.66715,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBFM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05207,1.66728,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05686,
PMBGM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05207,1.66715,-0.02915,0.02771,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05686,
PMBHM,PMHA01,headhook,eyeLA/eyeRA,-0.00064,0.05207,1.66715,-0.02907,0.02779,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05686,
PMBIM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05034,1.69159,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05686,
PMBJM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05207,1.66715,-0.02915,0.02771,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05686,
PMBKM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.07011,1.69219,-0.02915,0.02771,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05686,
PMBMM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.05134,1.66578,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05686,
PMBNM,PMHA01,headhook,eyeLA/eyeRA,-0.00072,0.06046,1.68719,-0.02915,0.02771,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05686,
PMBAM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05832,
N_CommM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.08559,1.69383,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05832,
PMBCM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05832,
PMBDM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05832,
PMBEM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05832,
PMBFM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66892,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05832,
PMBGM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05832,
PMBHM,PMHA05,headhook,eyeLA/eyeRA,-0.00004,0.06755,1.66879,-0.02920,0.02912,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05832,
PMBIM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06582,1.69323,-0.02928,0.02904,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05832,
PMBJM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06755,1.66879,-0.02928,0.02904,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05832,
PMBKM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.08559,1.69383,-0.02928,0.02904,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05832,
PMBMM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.06682,1.66743,-0.02928,0.02904,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05832,
PMBNM,PMHA05,headhook,eyeLA/eyeRA,-0.00012,0.07595,1.68883,-0.02928,0.02904,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05832,
PMBAM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
N_CommM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06000,
PMBCM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBDM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBEM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBFM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66509,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06000,
PMBGM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06000,
PMBHM,PMHA07,headhook,eyeLA/eyeRA,0.00008,0.07196,1.66496,-0.02992,0.03008,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06000,
PMBIM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07023,1.68940,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06000,
PMBJM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07196,1.66496,-0.03000,0.03000,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.06000,
PMBKM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.09000,1.69000,-0.03000,0.03000,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06000,
PMBMM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.07123,1.66359,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06000,
PMBNM,PMHA07,headhook,eyeLA/eyeRA,0.00000,0.08035,1.68500,-0.03000,0.03000,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06000,
PMBAM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06137,
N_CommM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.08554,1.68663,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06137,
PMBCM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06137,
PMBDM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06137,
PMBEM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06137,
PMBFM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66172,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06137,
PMBGM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06137,
PMBHM,PMHA06,headhook,eyeLA/eyeRA,0.00008,0.06750,1.66159,-0.03061,0.03077,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06137,
PMBIM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06577,1.68604,-0.03069,0.03069,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06137,
PMBJM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06750,1.66159,-0.03069,0.03069,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.06137,
PMBKM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.08554,1.68663,-0.03069,0.03069,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06137,
PMBMM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.06677,1.66023,-0.03069,0.03069,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06137,
PMBNM,PMHA06,headhook,eyeLA/eyeRA,0.00000,0.07589,1.68163,-0.03069,0.03069,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06137,
PMBAM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06088,
N_CommM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.08725,1.69219,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06088,
PMBCM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06088,
PMBDM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06088,
PMBEM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06088,
PMBFM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66728,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06088,
PMBGM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06088,
PMBHM,PMHA03,headhook,eyeLA/eyeRA,0.00008,0.06921,1.66715,-0.03036,0.03052,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06088,
PMBIM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06748,1.69159,-0.03044,0.03044,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06088,
PMBJM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06921,1.66715,-0.03044,0.03044,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.06088,
PMBKM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.08725,1.69219,-0.03044,0.03044,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06088,
PMBMM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.06848,1.66578,-0.03044,0.03044,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06088,
PMBNM,PMHA03,headhook,eyeLA/eyeRA,0.00000,0.07760,1.68719,-0.03044,0.03044,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06088,
PMBAM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
N_CommM,PMHB06,headhook,eyeL/eyeR,0.00055,0.08527,1.68874,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05837,
PMBCM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBDM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBEM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBFM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66383,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05837,
PMBGM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05837,
PMBHM,PMHB06,headhook,eyeL/eyeR,0.00062,0.06723,1.66370,-0.02856,0.02981,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05837,
PMBIM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06550,1.68814,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05837,
PMBJM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06723,1.66370,-0.02864,0.02973,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05837,
PMBKM,PMHB06,headhook,eyeL/eyeR,0.00055,0.08527,1.68874,-0.02864,0.02973,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05837,
PMBMM,PMHB06,headhook,eyeL/eyeR,0.00055,0.06650,1.66234,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05837,
PMBNM,PMHB06,headhook,eyeL/eyeR,0.00055,0.07562,1.68374,-0.02864,0.02973,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05837,
PMBAM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06093,
N_CommM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.08501,1.69751,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.06093,
PMBCM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06093,
PMBDM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06093,
PMBEM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06093,
PMBFM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67260,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.06093,
PMBGM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.06093,
PMBHM,PMHB08,headhook,eyeLA/eyeRA,0.00008,0.06697,1.67247,-0.03038,0.03054,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.06093,
PMBIM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06524,1.69691,-0.03046,0.03046,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.06093,
PMBJM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06697,1.67247,-0.03046,0.03046,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.06093,
PMBKM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.08501,1.69751,-0.03046,0.03046,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.06093,
PMBMM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.06624,1.67110,-0.03046,0.03046,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.06093,
PMBNM,PMHB08,headhook,eyeLA/eyeRA,0.00000,0.07536,1.69251,-0.03046,0.03046,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.06093,
PMBAM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05761,
N_CommM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.08711,1.69780,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05761,
PMBCM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05761,
PMBDM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05761,
PMBEM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05761,
PMBFM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67289,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05761,
PMBGM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05761,
PMBHM,PMHB10,headhook,eyeLA/eyeRA,0.00039,0.06907,1.67276,-0.02842,0.02919,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05761,
PMBIM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06734,1.69721,-0.02849,0.02912,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05761,
PMBJM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06907,1.67276,-0.02849,0.02912,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05761,
PMBKM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.08711,1.69780,-0.02849,0.02912,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05761,
PMBMM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.06834,1.67140,-0.02849,0.02912,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05761,
PMBNM,PMHB10,headhook,eyeLA/eyeRA,0.00031,0.07747,1.69280,-0.02849,0.02912,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05761,
PMBAM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05954,
N_CommM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.08640,1.70071,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05954,
PMBCM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05954,
PMBDM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05954,
PMBEM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05954,
PMBFM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67580,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05954,
PMBGM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05954,
PMBHM,PMHB07,headhook,eyeLA/eyeRA,0.00008,0.06836,1.67567,-0.02969,0.02985,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05954,
PMBIM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06663,1.70011,-0.02977,0.02977,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05954,
PMBJM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06836,1.67567,-0.02977,0.02977,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05954,
PMBKM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.08640,1.70071,-0.02977,0.02977,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05954,
PMBMM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.06763,1.67431,-0.02977,0.02977,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05954,
PMBNM,PMHB07,headhook,eyeLA/eyeRA,0.00000,0.07675,1.69571,-0.02977,0.02977,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05954,
PMBAM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05564,
N_CommM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.07368,1.69334,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05564,
PMBCM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05564,
PMBDM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05564,
PMBEM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05564,
PMBFM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66843,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05564,
PMBGM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05564,
PMBHM,PMHB09,headhook,eyeLA/eyeRA,-0.00014,0.05564,1.66830,-0.02796,0.02768,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05564,
PMBIM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05391,1.69274,-0.02804,0.02760,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05564,
PMBJM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05564,1.66830,-0.02804,0.02760,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05564,
PMBKM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.07368,1.69334,-0.02804,0.02760,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05564,
PMBMM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.05491,1.66693,-0.02804,0.02760,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05564,
PMBNM,PMHB09,headhook,eyeLA/eyeRA,-0.00022,0.06403,1.68834,-0.02804,0.02760,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05564,
PMBAM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
N_CommM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.07634,1.69763,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05782,
PMBCM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBDM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBEM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBFM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67272,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05782,
PMBGM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05782,
PMBHM,PMHC01,headhook,eyeLA/eyeRA,0.00017,0.05830,1.67259,-0.02874,0.02908,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05782,
PMBIM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05657,1.69703,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05782,
PMBJM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05830,1.67259,-0.02882,0.02900,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05782,
PMBKM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.07634,1.69763,-0.02882,0.02900,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05782,
PMBMM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.05757,1.67123,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05782,
PMBNM,PMHC01,headhook,eyeLA/eyeRA,0.00009,0.06669,1.69263,-0.02882,0.02900,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05782,
PMBAM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05266,
N_CommM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.07389,1.69523,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.00000,1.55000,0.05266,
PMBCM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05266,
PMBDM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05266,
PMBEM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05266,
PMBFM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67032,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52509,0.05266,
PMBGM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00029,0.02068,1.63392,0.00000,-0.01804,1.52496,0.05266,
PMBHM,PMHC06,headhook,eyeL/eyeR,0.00008,0.05585,1.67019,-0.02625,0.02641,0.00029,0.02068,1.63392,0.00008,-0.01804,1.52496,0.05266,
PMBIM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05412,1.69463,-0.02633,0.02633,0.00029,0.09728,1.64929,0.00000,-0.01977,1.54940,0.05266,
PMBJM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05585,1.67019,-0.02633,0.02633,0.00028,0.02100,1.63400,0.00000,-0.01804,1.52496,0.05266,
PMBKM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.07389,1.69523,-0.02633,0.02633,0.00029,0.15735,1.71264,0.00000,-0.00000,1.55000,0.05266,
PMBMM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.05512,1.66882,-0.02633,0.02633,0.00029,0.09728,1.64929,0.00000,-0.01877,1.52359,0.05266,
PMBNM,PMHC06,headhook,eyeL/eyeR,-0.00000,0.06424,1.69023,-0.02633,0.02633,0.00029,0.09728,1.64929,0.00000,-0.00965,1.54500,0.05266,
